grade_distributions.A-,code,grade_distributions.NC,grade_distributions.A+,grade_distributions.B,grade_distributions.C+,grade_distributions.D-,grade_distributions.A,grade_distributions.F,grade_distributions.D,grade_distributions.C-,grade_distributions.CR,grade_distributions.B+,grade_distributions.C,grade_distributions.D+,grade_distributions.B-
320,ME 101,2,26,60,1,0,258,3,0,0,18,147,0,0,12
9,ME 103D,2,19,0,0,0,61,1,0,0,239,7,0,0,0
,ME 103Q,,,,,,,,,,,,,,
0,ME 104,2,3,0,0,0,2,0,0,0,19,0,0,0,0
0,ME 104B,2,0,1,0,0,10,0,0,0,133,0,0,0,0
,ME 104S,,,,,,,,,,,,,,
0,ME 110,10,5,0,0,0,10,0,0,0,133,1,0,0,0
117,ME 112,1,8,31,2,0,144,1,0,1,5,34,3,0,6
0,ME 113,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,ME 115A,0,3,3,0,0,43,0,0,0,0,12,0,0,1
0,ME 115B,0,0,0,0,0,1,0,0,0,0,3,0,0,1
37,ME 115C,0,0,3,0,0,45,0,0,0,2,21,0,0,0
47,ME 120,1,14,13,2,0,62,2,0,0,2,44,4,0,9
47,ME 131A,0,8,52,8,0,98,1,0,3,6,39,10,0,21
46,ME 131B,0,18,44,15,0,66,1,1,0,4,49,4,2,19
0,ME 139,0,0,1,0,0,3,0,0,0,1,0,0,0,0
47,ME 140,0,7,9,1,0,124,2,0,2,4,12,4,0,2
61,ME 161,0,14,34,7,0,71,3,0,0,4,43,1,3,17
,ME 166,,,,,,,,,,,,,,
,ME 177,,,,,,,,,,,,,,
0,ME 181,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,ME 185,0,0,1,0,0,14,0,0,0,0,1,0,0,0
,ME 190,,,,,,,,,,,,,,
1,ME 191,0,3,1,0,0,10,0,0,0,51,0,0,0,0
0,ME 191H,0,0,0,0,0,3,0,0,0,5,0,0,0,0
,ME 196,,,,,,,,,,,,,,
,ME 199A,,,,,,,,,,,,,,
,ME 200,,,,,,,,,,,,,,
0,ME 201,3,2,0,0,0,1,2,0,0,19,0,0,0,0
,ME 202,,,,,,,,,,,,,,
0,ME 203,0,0,1,0,0,3,0,0,0,0,2,0,0,0
0,ME 203X,0,0,0,0,0,17,0,0,0,1,0,0,0,0
,ME 204A,,,,,,,,,,,,,,
,ME 204B,,,,,,,,,,,,,,
,ME 205,,,,,,,,,,,,,,
3,ME 206A,1,1,0,0,0,6,0,0,0,3,0,0,0,0
3,ME 206B,0,2,0,0,0,5,0,0,0,0,0,0,0,0
4,ME 207,0,0,1,0,0,1,1,0,0,0,1,1,0,0
19,ME 208,0,7,0,0,0,12,0,0,0,6,4,0,0,0
0,ME 210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 211,,,,,,,,,,,,,,
0,ME 212,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,ME 213,,,,,,,,,,,,,,
22,ME 214,0,7,0,0,0,39,0,0,0,1,0,0,0,0
0,ME 215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ME 216A,0,2,19,4,0,9,0,0,0,3,62,0,0,1
21,ME 216B,2,1,3,0,0,33,0,0,1,9,4,0,0,2
,ME 216C,,,,,,,,,,,,,,
,ME 217,,,,,,,,,,,,,,
32,ME 218A,0,4,4,0,0,57,0,0,0,2,11,0,0,2
7,ME 218B,0,5,1,0,0,72,0,0,0,1,1,0,0,0
1,ME 218C,0,2,0,0,0,42,1,0,0,1,0,0,0,0
0,ME 218D,0,0,0,0,0,2,0,0,0,0,0,0,0,0
16,ME 219,0,16,0,0,0,35,2,0,0,3,1,0,0,0
10,ME 220,2,4,5,0,0,26,1,0,0,3,8,1,0,6
,ME 221,,,,,,,,,,,,,,
,ME 222,,,,,,,,,,,,,,
,ME 223,,,,,,,,,,,,,,
,ME 225,,,,,,,,,,,,,,
,ME 226,,,,,,,,,,,,,,
22,ME 227,1,2,7,0,0,21,2,0,0,2,8,1,0,0
,ME 229,,,,,,,,,,,,,,
,ME 231,,,,,,,,,,,,,,
1,ME 233,0,8,0,0,0,19,0,0,0,2,0,0,0,0
,ME 235,,,,,,,,,,,,,,
0,ME 236,0,1,0,0,0,3,0,0,0,0,1,0,0,0
0,ME 238,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5,ME 239,0,3,1,0,0,13,0,0,0,0,0,1,0,2
,ME 240,,,,,,,,,,,,,,
,ME 242B,,,,,,,,,,,,,,
,ME 243,,,,,,,,,,,,,,
0,ME 244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 247A,,,,,,,,,,,,,,
,ME 247B,,,,,,,,,,,,,,
,ME 247C,,,,,,,,,,,,,,
7,ME 250,0,0,1,0,0,4,0,0,0,1,3,0,0,0
1,ME 257,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,ME 260,,,,,,,,,,,,,,
1,ME 261,0,0,0,0,0,3,0,0,0,0,3,0,0,0
,ME 264,,,,,,,,,,,,,,
3,ME 265,0,2,0,0,0,9,0,0,0,0,0,0,0,0
6,ME 266,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,ME 271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 277,,,,,,,,,,,,,,
16,ME 280,0,8,3,0,0,24,0,0,1,0,5,0,0,1
19,ME 281,0,5,9,1,0,20,1,0,0,0,10,3,0,1
3,ME 283,0,3,7,0,0,9,1,0,0,0,3,3,0,1
,ME 287,,,,,,,,,,,,,,
,ME 287L,,,,,,,,,,,,,,
,ME 288,,,,,,,,,,,,,,
,ME 289A,,,,,,,,,,,,,,
,ME 289B,,,,,,,,,,,,,,
0,ME 290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 292,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,ME 294,0,8,1,0,0,45,0,0,0,5,2,0,0,0
3,ME 294L,0,0,0,0,0,13,0,0,0,2,0,0,0,0
0,ME 297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 299A,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,ME 299B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ME 300A,0,1,2,0,0,10,0,0,0,1,6,0,0,3
0,ME 300B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 300C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 302,3,0,0,0,0,3,0,0,0,41,0,0,0,0
,ME 302A,,,,,,,,,,,,,,
,ME 302B,,,,,,,,,,,,,,
,ME 302C,,,,,,,,,,,,,,
0,ME 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 304,,,,,,,,,,,,,,
0,ME 305,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,ME 308,,,,,,,,,,,,,,
3,ME 309,0,4,1,1,0,14,0,0,0,1,0,0,0,0
0,ME 310A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 310B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 310C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 310X,,,,,,,,,,,,,,
0,ME 312,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,ME 313,0,0,0,0,0,3,0,0,0,5,0,0,0,0
22,ME 314,0,16,1,0,0,35,0,0,0,1,3,0,0,0
0,ME 315,0,0,0,0,0,0,0,0,0,7,0,1,0,0
0,ME 316A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 316B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,ME 316C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 317A,0,2,0,0,0,3,0,0,0,0,0,0,0,0
0,ME 317B,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,ME 318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 319,,,,,,,,,,,,,,
2,ME 320,0,0,0,0,0,2,0,0,0,1,0,0,0,1
0,ME 321,0,0,0,0,0,1,0,0,0,1,0,0,0,0
,ME 322,,,,,,,,,,,,,,
,ME 323,,,,,,,,,,,,,,
5,ME 324,0,1,1,0,0,7,0,0,0,0,2,0,0,1
,ME 326,,,,,,,,,,,,,,
,ME 327,,,,,,,,,,,,,,
0,ME 328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ME 330,0,0,2,0,0,1,0,0,0,0,1,0,0,2
9,ME 331A,0,4,3,0,0,15,0,0,0,2,0,0,0,1
4,ME 331B,0,1,2,0,0,3,1,0,0,0,3,0,0,0
6,ME 333,0,2,0,0,0,14,1,0,0,0,1,0,0,0
,ME 333A,,,,,,,,,,,,,,
,ME 333B,,,,,,,,,,,,,,
,ME 333C,,,,,,,,,,,,,,
0,ME 334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,ME 335A,0,1,2,0,0,7,0,0,0,3,3,0,0,1
1,ME 335B,0,1,0,0,0,10,0,0,0,0,1,0,0,0
0,ME 335C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 338,,,,,,,,,,,,,,
0,ME 338B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,ME 339,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,ME 340,,,,,,,,,,,,,,
,ME 342,,,,,,,,,,,,,,
,ME 342A,,,,,,,,,,,,,,
,ME 342D,,,,,,,,,,,,,,
4,ME 345,0,0,1,0,0,19,0,0,0,0,0,0,0,0
0,ME 346A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 346B,,,,,,,,,,,,,,
,ME 346C,,,,,,,,,,,,,,
,ME 347,,,,,,,,,,,,,,
3,ME 348,0,3,0,0,0,12,0,0,0,0,0,0,0,0
,ME 349,,,,,,,,,,,,,,
,ME 350A,,,,,,,,,,,,,,
9,ME 351A,1,4,9,0,0,23,0,0,0,1,5,0,0,2
0,ME 351B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,ME 352A,0,0,0,0,0,3,0,0,0,0,2,0,0,0
1,ME 352B,0,2,0,0,0,9,0,0,0,0,3,0,0,0
1,ME 352C,0,1,3,0,0,5,1,0,0,0,0,0,0,1
1,ME 354,0,0,1,0,0,7,0,0,0,0,0,0,0,0
,ME 355,,,,,,,,,,,,,,
0,ME 357,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,ME 358,0,3,0,0,0,6,0,0,0,1,0,0,0,0
,ME 359,,,,,,,,,,,,,,
,ME 359A,,,,,,,,,,,,,,
,ME 359B,,,,,,,,,,,,,,
0,ME 361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ME 362A,1,3,1,0,0,5,0,0,0,0,8,1,0,1
0,ME 362B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 363,,,,,,,,,,,,,,
,ME 364,,,,,,,,,,,,,,
0,ME 366,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,ME 367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 368,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,ME 368A,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,ME 368B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 369,,,,,,,,,,,,,,
11,ME 370A,0,0,11,2,0,10,1,0,0,1,13,0,0,3
4,ME 370B,1,0,0,0,0,28,0,0,0,1,0,0,0,0
,ME 370C,,,,,,,,,,,,,,
0,ME 371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ME 372,0,0,0,0,0,2,0,0,0,0,2,0,0,0
,ME 373,,,,,,,,,,,,,,
,ME 374,,,,,,,,,,,,,,
0,ME 375A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 375B,,,,,,,,,,,,,,
,ME 375C,,,,,,,,,,,,,,
,ME 376A,,,,,,,,,,,,,,
,ME 376C,,,,,,,,,,,,,,
5,ME 377,0,1,0,0,0,11,0,0,0,1,0,0,0,0
0,ME 378,2,5,0,0,0,5,0,0,0,0,1,0,0,0
,ME 379,,,,,,,,,,,,,,
0,ME 381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 385,,,,,,,,,,,,,,
,ME 387,,,,,,,,,,,,,,
,ME 388,,,,,,,,,,,,,,
0,ME 389,0,0,0,0,0,2,0,0,0,22,0,0,0,0
,ME 390,,,,,,,,,,,,,,
0,ME 390A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,ME 391,0,0,0,0,0,4,0,0,0,28,0,0,0,0
0,ME 392,0,0,0,0,0,5,0,0,0,9,0,0,0,0
0,ME 393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 396,,,,,,,,,,,,,,
,ME 397,,,,,,,,,,,,,,
,ME 399,,,,,,,,,,,,,,
0,ME 400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 405,,,,,,,,,,,,,,
0,ME 406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ME 408,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,ME 409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 410A,0,1,0,0,0,11,0,0,0,0,0,0,0,0
0,ME 410B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,ME 410C,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,ME 410X,0,3,0,0,0,1,0,0,0,0,0,0,0,0
,ME 411,,,,,,,,,,,,,,
0,ME 412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 413,,,,,,,,,,,,,,
0,ME 414,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,ME 417,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,ME 420,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,ME 421,2,1,0,0,0,0,0,0,0,13,0,0,0,0
0,ME 423,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,ME 429,0,4,0,0,0,1,0,0,0,0,0,0,0,0
,ME 440,,,,,,,,,,,,,,
,ME 450,,,,,,,,,,,,,,
0,ME 451A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 451B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 451C,,,,,,,,,,,,,,
0,ME 451D,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,ME 453A,,,,,,,,,,,,,,
,ME 453B,,,,,,,,,,,,,,
0,ME 455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 457,0,1,0,0,0,5,0,0,0,0,0,0,0,0
0,ME 458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 461,,,,,,,,,,,,,,
0,ME 463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 468,,,,,,,,,,,,,,
1,ME 469,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,ME 469B,,,,,,,,,,,,,,
,ME 470,,,,,,,,,,,,,,
,ME 471,,,,,,,,,,,,,,
,ME 484,,,,,,,,,,,,,,
0,ME 485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 491,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,ME 492,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,ME 495A,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,ME 495B,,,,,,,,,,,,,,
0,ME 500,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,ME 571,,,,,,,,,,,,,,
0,ME 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MED 1A,0,2,0,0,0,9,0,0,0,3,0,0,0,0
0,MED 1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MED 10SC,,,,,,,,,,,,,,
0,MED 27SI,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0,MED 28SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MED 50Q,,,,,,,,,,,,,,
,MED 51Q,,,,,,,,,,,,,,
14,MED 70Q,0,0,2,0,0,19,0,0,0,2,11,0,0,1
,MED 71N,,,,,,,,,,,,,,
0,MED 86Q,0,0,0,0,0,0,0,0,0,12,0,0,0,0
2,MED 87Q,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,MED 88Q,0,0,0,0,0,0,0,0,0,21,0,0,0,0
0,MED 94Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 108Q,0,3,0,0,0,25,0,0,0,1,0,0,0,0
,MED 120N,,,,,,,,,,,,,,
0,MED 130,0,1,0,0,0,0,0,0,0,7,0,0,0,0
,MED 135,,,,,,,,,,,,,,
0,MED 143A,0,0,1,0,0,3,0,0,0,8,0,0,0,0
0,MED 143B,0,1,0,0,0,2,0,0,0,9,0,0,0,0
0,MED 143C,0,0,0,0,0,4,0,0,0,4,0,0,0,0
,MED 145,,,,,,,,,,,,,,
3,MED 147,0,0,0,0,0,7,0,0,0,3,1,0,0,0
0,MED 149,0,0,0,0,0,1,0,0,0,9,0,0,0,0
,MED 150SI,,,,,,,,,,,,,,
19,MED 157,0,2,2,0,0,15,0,0,0,0,3,0,0,0
,MED 158A,,,,,,,,,,,,,,
,MED 159A,,,,,,,,,,,,,,
,MED 159B,,,,,,,,,,,,,,
0,MED 160,1,1,0,0,0,2,0,0,0,98,0,0,0,0
,MED 176,,,,,,,,,,,,,,
,MED 182,,,,,,,,,,,,,,
,MED 184,,,,,,,,,,,,,,
0,MED 199,0,12,0,0,0,57,0,0,0,20,0,0,0,0
,MED 200A,,,,,,,,,,,,,,
,MED 200B,,,,,,,,,,,,,,
,MED 200SI,,,,,,,,,,,,,,
0,MED 201,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,MED 202,0,0,0,0,0,0,0,0,0,4,0,0,0,0
,MED 203SI,,,,,,,,,,,,,,
,MED 204,,,,,,,,,,,,,,
,MED 205,,,,,,,,,,,,,,
0,MED 206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 207,0,1,0,0,0,1,0,0,0,10,0,0,0,0
,MED 208,,,,,,,,,,,,,,
,MED 209,,,,,,,,,,,,,,
,MED 213,,,,,,,,,,,,,,
0,MED 220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MED 222,,,,,,,,,,,,,,
1,MED 223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 227,0,0,0,0,0,2,0,0,0,8,0,0,0,0
0,MED 228,0,0,0,0,0,2,0,0,0,16,0,0,0,0
,MED 229,,,,,,,,,,,,,,
,MED 231,,,,,,,,,,,,,,
,MED 232,,,,,,,,,,,,,,
0,MED 233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 235,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MED 237,,,,,,,,,,,,,,
0,MED 240,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 243A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 243B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 243C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 248,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,MED 252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 255,0,0,0,0,0,2,0,0,0,11,0,0,0,0
0,MED 255C,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6,MED 257A,0,0,0,0,0,13,0,0,0,0,2,0,0,0
3,MED 257B,0,1,0,0,0,13,0,0,0,2,1,0,0,0
2,MED 257C,0,0,0,0,0,10,0,0,0,2,1,0,0,0
0,MED 258A,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,MED 259,0,2,0,0,0,4,0,0,0,14,0,0,0,0
0,MED 260,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,MED 262,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,MED 263,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,MED 271,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,MED 272A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 272B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MED 273,,,,,,,,,,,,,,
,MED 274,,,,,,,,,,,,,,
,MED 275B,,,,,,,,,,,,,,
0,MED 276,0,7,1,0,0,54,1,0,0,38,0,0,0,0
0,MED 282,1,0,0,0,0,0,0,0,0,40,0,0,0,0
,MED 284,,,,,,,,,,,,,,
0,MED 289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MED 297A,,,,,,,,,,,,,,
0,MED 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MED 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MEDIS 230,,,,,,,,,,,,,,
,MEDIS 301,,,,,,,,,,,,,,
0,MGTECON 200,0,2,3,0,0,1,0,0,0,2,0,0,0,0
0,MGTECON 203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 209,,,,,,,,,,,,,,
,MGTECON 249,,,,,,,,,,,,,,
0,MGTECON 300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 330,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,MGTECON 331,,,,,,,,,,,,,,
0,MGTECON 332,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,MGTECON 334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 335,,,,,,,,,,,,,,
,MGTECON 342,,,,,,,,,,,,,,
0,MGTECON 343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 364,,,,,,,,,,,,,,
0,MGTECON 381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 512,,,,,,,,,,,,,,
,MGTECON 513,,,,,,,,,,,,,,
,MGTECON 514,,,,,,,,,,,,,,
,MGTECON 535,,,,,,,,,,,,,,
,MGTECON 558,,,,,,,,,,,,,,
,MGTECON 591,,,,,,,,,,,,,,
0,MGTECON 600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MGTECON 603,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,MGTECON 604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 606,,,,,,,,,,,,,,
0,MGTECON 608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 609,,,,,,,,,,,,,,
0,MGTECON 610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 611,,,,,,,,,,,,,,
,MGTECON 614,,,,,,,,,,,,,,
,MGTECON 615,,,,,,,,,,,,,,
0,MGTECON 616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 620,,,,,,,,,,,,,,
0,MGTECON 624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MGTECON 629,,,,,,,,,,,,,,
,MGTECON 640,,,,,,,,,,,,,,
,MGTECON 651,,,,,,,,,,,,,,
0,MGTECON 652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MGTECON 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MI 19SC,,,,,,,,,,,,,,
,MI 27SC,,,,,,,,,,,,,,
0,MI 70Q,0,0,0,0,0,1,0,0,0,2,0,0,0,0
11,MI 104,0,0,3,1,0,11,0,0,0,0,3,0,0,3
,MI 115B,,,,,,,,,,,,,,
,MI 116,,,,,,,,,,,,,,
1,MI 120,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,MI 155H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MI 155V,0,0,0,0,0,7,0,0,0,0,0,0,0,0
5,MI 185,0,1,0,0,0,5,0,0,0,0,1,0,0,0
0,MI 198,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,MI 199,0,0,0,0,0,8,0,0,0,3,0,0,0,0
0,MI 204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MI 209,,,,,,,,,,,,,,
0,MI 210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MI 211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MI 215,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,MI 216,,,,,,,,,,,,,,
,MI 218,,,,,,,,,,,,,,
,MI 233,,,,,,,,,,,,,,
,MI 234,,,,,,,,,,,,,,
,MI 245,,,,,,,,,,,,,,
0,MI 250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MI 285,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,MI 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MI 370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MI 399,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,MI 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MI 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MKTG 240,0,0,1,0,0,1,0,0,0,2,0,1,0,0
0,MKTG 249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MKTG 335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MKTG 344,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,MKTG 353,1,0,1,1,0,1,0,0,0,4,0,0,0,0
,MKTG 355,,,,,,,,,,,,,,
0,MKTG 365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MKTG 373,,,,,,,,,,,,,,
,MKTG 375,,,,,,,,,,,,,,
,MKTG 526,,,,,,,,,,,,,,
0,MKTG 532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MKTG 534,,,,,,,,,,,,,,
,MKTG 536,,,,,,,,,,,,,,
,MKTG 541,,,,,,,,,,,,,,
,MKTG 542,,,,,,,,,,,,,,
,MKTG 547,,,,,,,,,,,,,,
0,MKTG 552,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,MKTG 555,,,,,,,,,,,,,,
,MKTG 575,,,,,,,,,,,,,,
,MKTG 622,,,,,,,,,,,,,,
0,MKTG 641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MKTG 642,,,,,,,,,,,,,,
0,MKTG 644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MKTG 645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MKTG 646,,,,,,,,,,,,,,
0,MKTG 661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MKTG 691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MKTG 692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MKTG 695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
